train_loss,step,epoch,valid_loss,valid_acc
0.1216379925608635,3849,4,,
0.13668851554393768,3899,4,,
0.30080631375312805,3949,4,,
0.27396440505981445,3999,4,,
0.13288284838199615,4049,4,,
0.055370837450027466,4099,4,,
0.048443783074617386,4149,4,,
0.1440211534500122,4199,4,,
0.15165509283542633,4249,4,,
0.35104620456695557,4299,4,,
,4299,4,0.18610353767871857,0.9253790974617004
0.2046608328819275,4349,5,,
0.256588339805603,4399,5,,
0.10250189900398254,4449,5,,
0.10831905901432037,4499,5,,
0.163645938038826,4549,5,,
0.06544829905033112,4599,5,,
0.1658601611852646,4649,5,,
0.2013532668352127,4699,5,,
0.0858088880777359,4749,5,,
0.11699551343917847,4799,5,,
0.22362454235553741,4849,5,,
0.11230737715959549,4899,5,,
0.069879449903965,4949,5,,
0.08153339475393295,4999,5,,
0.07579270005226135,5049,5,,
0.09037066251039505,5099,5,,
0.15409564971923828,5149,5,,
,5159,5,0.17860649526119232,0.9287704825401306
0.16117367148399353,5199,6,,
0.11111709475517273,5249,6,,
0.07990649342536926,5299,6,,
0.14416208863258362,5349,6,,
0.0699581727385521,5399,6,,
0.14197920262813568,5449,6,,
0.09423882514238358,5499,6,,
0.10618032515048981,5549,6,,
0.05071339011192322,5599,6,,
0.09723005443811417,5649,6,,
0.1010836809873581,5699,6,,
0.40655505657196045,5749,6,,
0.04288109391927719,5799,6,,
0.16834978759288788,5849,6,,
0.06226019188761711,5899,6,,
0.03411765396595001,5949,6,,
0.09446468204259872,5999,6,,
,6019,6,0.17338807880878448,0.9312399625778198
0.16172704100608826,6049,7,,
0.13518697023391724,6099,7,,
0.15191568434238434,6149,7,,
0.16413863003253937,6199,7,,
0.08186575025320053,6249,7,,
0.21191129088401794,6299,7,,
0.16373395919799805,6349,7,,
0.12702257931232452,6399,7,,
0.17307408154010773,6449,7,,
0.07974931597709656,6499,7,,
0.07186328619718552,6549,7,,
0.10779574513435364,6599,7,,
0.11768492311239243,6649,7,,
0.059229329228401184,6699,7,,
0.08264880627393723,6749,7,,
0.04684867337346077,6799,7,,
0.12401682883501053,6849,7,,
,6879,7,0.17126348614692688,0.9332660436630249
0.07881996035575867,6899,8,,
0.03688132390379906,6949,8,,
0.05975029617547989,6999,8,,
0.07227419316768646,7049,8,,
0.17902463674545288,7099,8,,
0.09775341302156448,7149,8,,
0.06814312934875488,7199,8,,
0.04546141251921654,7249,8,,
0.035883866250514984,7299,8,,
0.0565912239253521,7349,8,,
0.05179239436984062,7399,8,,
0.023082377389073372,7449,8,,
0.1279088258743286,7499,8,,
0.04754926636815071,7549,8,,
0.09239388257265091,7599,8,,
0.034491658210754395,7649,8,,
0.07894567400217056,7699,8,,
,7739,8,0.16849233210086823,0.9349855184555054
0.09608110040426254,7749,9,,
0.058567777276039124,7799,9,,
0.08444993942975998,7849,9,,
0.14730550348758698,7899,9,,
0.07087823748588562,7949,9,,
0.20466382801532745,7999,9,,
0.0802348181605339,8049,9,,
0.048541128635406494,8099,9,,
0.10615874826908112,8149,9,,
0.11186359822750092,8199,9,,
0.23284144699573517,8249,9,,
0.26705724000930786,8299,9,,
0.0802655816078186,8349,9,,
0.02643088810145855,8399,9,,
0.02724122256040573,8449,9,,
0.1374754011631012,8499,9,,
0.08786666393280029,8549,9,,
0.25987616181373596,8599,9,,
,8599,9,0.16626235842704773,0.9364671111106873
